AÑO,CENTRO DIRECTIVO,CONCEPTO ECONÓMICO,IMPORTE
2015,FACULTAD DE BELLAS ARTES,Otros Gastos diversos,1998.46
2015,FACULTAD DE BELLAS ARTES,Gastos diversos: Reuniones y conferencias (C.Insc),185.0
2015,FACULTAD DE BELLAS ARTES,Gastos diversos: Atenciones protoc. y represent.,1700.96
2015,FACULTAD DE BELLAS ARTES,Tributos de carácter local,303.81
2015,FACULTAD DE BELLAS ARTES,Repar. y conservación de material de transporte,213.43
2015,FACULTAD DE BELLAS ARTES,Adquisición equipos procesos información,126.99
2015,GESTIÓN DE LA EDIFICACIÓN,Gastos de viajes de alumnos,495.48
2015,GESTIÓN DE LA EDIFICACIÓN,Gastos de viajes por gestión y representación,572.24
2015,GESTIÓN DE LA EDIFICACIÓN,Gastos diversos: Atenciones protoc. y represent.,2773.64
2015,GESTIÓN DE LA EDIFICACIÓN,Gastos diversos: Reuniones y conferencias (C.Insc),835.0
2015,GESTIÓN DE LA EDIFICACIÓN,Suministros de otros productos,1336.74
2015,GESTIÓN DE LA EDIFICACIÓN,Otros Gastos diversos,1890.19
2015,GESTIÓN DE LA EDIFICACIÓN,Primas de seguros: De otros riesgos,174.16
2015,INFRAESTRUCTURAS,Repar. y conservación de material de transporte,152.34
2015,INFRAESTRUCTURAS,Otros Gastos diversos,363.0
2015,INFRAESTRUCTURAS,Suministros de combustibles,1800.0
2015,INFRAESTRUCTURAS,Trab.por ot. empr.: Estudios y trabajos técnicos,1879.29
2015,INSTITUTO NTC,Reuniones y conferencias (Cuotas inscripción),7180.16
2015,INSTITUTO NTC,otros gastos diversos,1865.14
2015,INSTITUTO NTC,Adquis. de material audiovisual no inventariable,67.56
2015,INSTITUTO NTC,Correo y mensajería,42.41
2015,INSTITUTO NTC,Suministros de material de laboratorio,4492.52
2015,INSTITUTO NTC,Otros arrendamientos,350.0
2015,INSTITUTO NTC,Trabajos por otras empresas: Otros,981.96
2015,INSTITUTO NTC,Actos protocolarios y de representación,1480.23
2015,INSTITUTO NTC,Adquisición de otro inmovilizado material,1838.0
2015,INSTITUTO NTC,"Dietas, locomoción y traslados",3350.95
2015,PLANIFICACION,Compras de material informático no inventariable,8.83
2015,PLANIFICACION,Gastos diversos: Reuniones y conferencias (C.Ins),600.0
2015,PLANIFICACION,Gastos diversos: Atenciones protoc. y represent.,201.45
2015,PLANIFICACION,Otros Gastos diversos,48.65
2015,PLANIFICACION,Transp. y comunic.: Otros serv. de transporte,35.9
2015,PLANIFICACION,Adquisición de otro inmovilizado material,116.34
2015,PLANIFICACION,Gastos de viajes por gestión y representación,182.16
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Trabajos por otras empresas: Otros,9727.21
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición aplicaciones informáticas,1200.0
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Atenciones protoc. y represent.,431.0
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Trab.por ot. empr.: Estudios y trabajos técnicos,6079.0
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos de viajes por gestión y representación,444.74
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Suministros de otros productos,1055.0
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,"Gastos diversos: Cursos, cursillos y conferencias",7495.24
2015,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición equipos procesos información,739.0
2015,RELACIONES INSTITUCIONALES,Gastos diversos: Atenciones protoc. y represent.,3747.26
2015,RELACIONES INSTITUCIONALES,Otros Gastos diversos,0.02
2015,RELACIONES INSTITUCIONALES,Gastos diversos: Reuniones y conferencias (C.Insc),540.0
2015,RELACIONES INSTITUCIONALES,Transp. y comunic.: Otros serv. de transporte,31.6
2015,RELACIONES INSTITUCIONALES,Suministros de otros productos,621.24
2015,RELACIONES INSTITUCIONALES,Gastos de viajes por gestión y representación,1605.52
2015,RELACIONES INSTITUCIONALES,Compras de material de oficina no inventariable,36.46
2015,RELACIONES INSTITUCIONALES,Transportes y comunicaciones: Correo y mensajería,130.68
2015,RELACIONES INSTITUCIONALES,Adquisición de otro inmovilizado material,158.42
2015,RELACIONES INSTITUCIONALES,Compras de material informático no inventariable,52.04
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Atenciones protoc. y represent.,196.89
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Transp. y comunic.: Otros serv. de transporte,129.25
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Reuniones y conferencias (C.Insc),25.0
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Trabajos por otras empresas: Otros,176.91
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Jurídico-contencioso,4500.0
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Otros Gastos diversos,861.32
2015,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Transportes y comunicaciones: Correo y mensajería,84.65
2015,SERVICIOS COMUNES  TRIBUNALES,Adquisición equipos procesos información,7689.93
2015,SERVICIOS COMUNES  TRIBUNALES,Tributos de carácter autonómico,7261.7
2015,SERVICIOS COMUNES  TRIBUNALES,Transportes y comunicaciones: Correo y mensajería,58.12
2015,SERVICIOS COMUNES  TRIBUNALES,Primas de seguros: De vehículos,2088.87
2015,SERVICIOS COMUNES  TRIBUNALES,Gastos diversos: Reuniones y conferencias (C.Insc),760.0
2015,SERVICIOS COMUNES  TRIBUNALES,Suministros de otros productos,91.0
2015,SERVICIOS COMUNES  TRIBUNALES,Gastos diversos: Atenciones protoc. y represent.,3846.63
2015,SERVICIOS COMUNES  TRIBUNALES,Trabajos por otras empresas: Otros,3011.09
2015,SERVICIOS COMUNES  TRIBUNALES,Otros Gastos diversos,7023.67
2015,SERVICIOS COMUNES  TRIBUNALES,Gastos de viajes por gestión y representación,4012.89
2015,ESCOLA D'ESTIU,Transp. y comunic.: Otros serv. de transporte,203.4
2015,ESCOLA D'ESTIU,Tributos de carácter local,163.99
2015,ESCOLA D'ESTIU,"Gastos en viajes deportivos, culturales y sociales",6748.5
2015,ESCOLA D'ESTIU,Repar. y conservación de material de transporte,610.37
2015,ESCOLA D'ESTIU,Suministros de productos alimenticios y piensos,4641.93
2015,ESCOLA D'ESTIU,Compras de material audiovisual no inventariable,1461.11
2015,ESCOLA D'ESTIU,Arrendamientos de mobiliario y enseres,1089.0
2015,ESCOLA D'ESTIU,Adquisición de otro inmovilizado material,313.38
2015,ESCOLA D'ESTIU,Suministros de otros productos,5592.46
2015,ESCOLA D'ESTIU,Trabajos por otras empresas: Otros,20863.87
2015,ESCOLA D'ESTIU,Otros Gastos diversos,1741.89
2015,ESCOLA D'ESTIU,Suministros de combustibles,5096.2
2015,ESCOLA D'ESTIU,Primas de seguros: De vehículos,810.36
2015,ESCOLA D'ESTIU,Gastos diversos: Publicidad y propaganda,1909.96
2015,ESCOLA D'ESTIU,Compras de material informático no inventariable,360.69
2015,ESCOLA D'ESTIU,Gastos diversos: Atenciones protoc. y represent.,312.53
2015,ESCOLA D'ESTIU,Transportes y comunicaciones: Correo y mensajería,7.39
2015,ESCOLA D'ESTIU,Adquisición de útiles y herramientas,358.99
2015,ESCOLA D'ESTIU,Suministros de material deportivo,325.81
2015,ESCOLA D'ESTIU,Tributos de carácter autonómico,44.09
2016,DEP DE INGENIERÍA RURAL Y AGROALIMENTARIA,Suministros de combustibles,368.93
2016,DEP DE INGENIERÍA RURAL Y AGROALIMENTARIA,Suministros de otros productos,28.17
2016,DEP DE INGENIERÍA RURAL Y AGROALIMENTARIA,Otros Gastos diversos,0.6
2016,DEP DE INGENIERÍA RURAL Y AGROALIMENTARIA,Repar. y conservación de material de transporte,229.34
2016,DEP DE INGENIERÍA RURAL Y AGROALIMENTARIA,Tributos de carácter local,186.92
2016,DEP DE INGENIERÍA RURAL Y AGROALIMENTARIA,Suministros de material de laboratorio,546.27
2016,SUBVENCIONES DE GESTION,"Dietas, locomoción y traslados",131.93
2016,SUBVENCIONES DE GESTION,Actos protocolarios y de representación,257.37
2016,DEPARTAMENTO COMUNICACIONES,Suministros de material de laboratorio,410.76
2016,DEPARTAMENTO COMUNICACIONES,Compras de material audiovisual no inventariable,9.9
2016,DEPARTAMENTO COMUNICACIONES,Compras de material de oficina no inventariable,26.7
2016,DEPARTAMENTO COMUNICACIONES,Otros Gastos diversos,19.15
2016,DEPARTAMENTO COMUNICACIONES,Adquisición equipos procesos información,3300.0
2016,RECTOR,Gastos diversos: Reuniones y conferencias (C.Insc),1031.37
2016,RECTOR,Transp. y comunic.: Otros serv. de transporte,12.65
2016,RECTOR,Gastos diversos: Atenciones protoc. y represent.,3081.2
2016,RECTOR,Adquisición de otro inmovilizado material,323.1
2016,RECTOR,Otros Gastos diversos,383.28
2016,RECTOR,Gastos de viajes por gestión y representación,5633.0
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Transp. y comunic.: Otros serv. de transporte,36.5
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Gastos diversos: Atenciones protoc. y represent.,61.35
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Gastos de viajes por gestión y representación,186.25
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Tributos de carácter autonómico,9378.32
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Suministros de otros productos,1275.04
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Otros Gastos diversos,729.85
2016,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Tributos de carácter estatal,0.93
2016,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Reuniones y conferencias (C.Insc),275.0
2016,SERVICIO INTEGRADO DE EMPLEO,Suministros de otros productos,24.2
2016,SERVICIO INTEGRADO DE EMPLEO,Compras de material de oficina no inventariable,4.35
2016,SERVICIO INTEGRADO DE EMPLEO,Adquisición fondos bibliográficos,23.94
2016,SERVICIO INTEGRADO DE EMPLEO,Gastos diversos: Atenciones protoc. y represent.,2022.71
2016,SERVICIO INTEGRADO DE EMPLEO,Transportes y comunicaciones: Correo y mensajería,161.68
2016,SERVICIO INTEGRADO DE EMPLEO,Otros Gastos diversos,379.1
2016,SERVICIO INTEGRADO DE EMPLEO,Compras de material informático no inventariable,3146.0
2016,SERVICIO INTEGRADO DE EMPLEO,Trabajos por otras empresas: Otros,517.3
2016,SERVICIO INTEGRADO DE EMPLEO,Gastos de viajes por gestión y representación,1828.6
2016,AREA INFORMACION,Compras de material audiovisual no inventariable,129.0
2016,AREA INFORMACION,Gastos diversos: Reuniones y conferencias (C.Ins),860.0
2016,AREA INFORMACION,Gastos de viajes por gestión y representación,3073.58
2016,AREA INFORMACION,Suministros de otros productos,664.5
2016,AREA INFORMACION,Suministros de material de laboratorio,126.0
2016,AREA INFORMACION,Gastos diversos: Atenciones protoc. y represent.,102.0
2016,AREA INFORMACION,Gastos diversos: Publicidad y propaganda,22220.1
2016,AREA INFORMACION,Trabajos por otras empresas: Otros,17751.08
2016,AREA INFORMACION,Otros Gastos diversos,1805.36
2016,AREA INFORMACION,Adquisición equipos procesos información,5808.43
2016,AREA INFORMACION,Adquisición mobiliario,1422.96
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición mobiliario,299.93
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos diversos: Atenciones protoc. y represent.,800.25
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Compras de material audiovisual no inventariable,29.0
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Compras de material de oficina no inventariable,0.94
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Compras de material informático no inventariable,164.62
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Trabajos por otras empresas: Otros,602.67
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición equipos procesos información,1578.71
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos de viajes por gestión y representación,150.42
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Suministros de otros productos,1688.78
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Adquisición de otro inmovilizado material,237.78
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Otros Gastos diversos,250.17
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Arrendamientos de edificios y otr. construcciones,508.2
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,"Compras de prensa, revistas y public. periódicas",894.9
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Gastos diversos: Reuniones y conferencias (C.Ins),769.46
2016,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA,Transp. y comunic.: Otros serv. de transporte,99.75
2016,DEP DE CONST ARQUITECTONICAS,Gastos diversos: Atenciones protoc. y represent.,134.2
2016,DEP DE CONST ARQUITECTONICAS,Gastos diversos: Reuniones y conferencias (C.Insc),340.0
2016,DEP DE CONST ARQUITECTONICAS,Suministros de material de laboratorio,429.45
2016,HABILITADO CULTURA ( AFJ),Primas de seguros: De otro inmovilizado,191.07
2016,HABILITADO CULTURA ( AFJ),Compras de material de oficina no inventariable,151.83
2016,HABILITADO CULTURA ( AFJ),Gastos diversos: Atenciones protoc. y represent.,141.85
2016,HABILITADO CULTURA ( AFJ),Suministros de otros productos,2753.1
2016,HABILITADO CULTURA ( AFJ),Adquisición de otro inmovilizado material,541.0
2016,HABILITADO CULTURA ( AFJ),Primas de seguros: De otros riesgos,504.21
2016,HABILITADO CULTURA ( AFJ),Compras de material informático no inventariable,93.19
2016,HABILITADO CULTURA ( AFJ),Otros Gastos diversos,546.62
2016,HABILITADO CULTURA ( AFJ),Transferencias corrientes a familias: Becas,4200.0
2016,HABILITADO CULTURA ( AFJ),Trabajos por otras empresas: Otros,2225.44
2016,HABILITADO CULTURA ( AFJ),Gastos en fotocopias,6.32
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Transp. y comunic.: Otros serv. de transporte,72.55
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,"Gastos diversos: Cursos, cursillos y conferencias",345.8
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos diversos: Reuniones y conferencias (C.Ins),890.0
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Compras de material informático no inventariable,64.38
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Suministros de otros productos,862.72
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos en fotocopias,108.9
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos diversos: Atenciones protoc. y represent.,891.7
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Gastos de viajes por gestión y representación,420.7
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Transportes y comunicaciones: Correo y mensajería,34.84
2016,CENTRE COOPERACIÓ I DESENVOLUPAMENT,Adquisición fondos bibliográficos,25.74
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Trabajos por otras empresas: Otros,95.0
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Otros Gastos diversos,328.31
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Gastos de viajes de alumnos,116.48
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Gastos de viajes por gestión y representación,113.2
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Suministros de otros productos,1049.86
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Gastos diversos: Reuniones y conferencias (C.Insc),400.0
2016,ETS DE INGENIERIA DE LA EDIFICACIÓN ,Gastos diversos: Atenciones protoc. y represent.,1748.1
2016,"ETSI CAMINOS, CANALES Y PUERTOS",Gastos de viajes de alumnos,828.01
2016,ACCIÓN INTERNACIONAL,Trabajos por otras empresas: Otros,28.92
2016,ACCIÓN INTERNACIONAL,Gastos diversos: Reuniones y conferencias (C.Insc),1410.0
2016,ACCIÓN INTERNACIONAL,Gastos diversos: Atenciones protoc. y represent.,271.12
2016,ACCIÓN INTERNACIONAL,Compras de material informático no inventariable,170.95
2016,ACCIÓN INTERNACIONAL,Transp. y comunic.: Otros serv. de transporte,10.2
2016,ACCIÓN INTERNACIONAL,Gastos de viajes por gestión y representación,4088.64
2016,ACCIÓN INTERNACIONAL,Otros Gastos diversos,196.44
2016,ACCIÓN INTERNACIONAL,Transferencias corrientes a familias: Becas,2400.0
2016,ACCIÓN INTERNACIONAL,Suministros de otros productos,16.59
2016,ACCIÓN SOCIAL,Suministros de otros productos,1581.01
2016,ACCIÓN SOCIAL,Gastos de viajes por gestión y representación,2098.26
2016,ACCIÓN SOCIAL,Gastos diversos: Reuniones y conferencias (C.Insc),200.0
2016,ACCIÓN SOCIAL,Trabajos por otras empresas: Otros,300.0
2016,ACCIÓN SOCIAL,Transp. y comunic.: Otros serv. de transporte,4.2
2016,ACCIÓN SOCIAL,Otros Gastos diversos,209.82
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Gastos de viajes por gestión y representación,1076.42
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Primas de seguros: De otros riesgos,318.45
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Otros Gastos diversos,6188.83
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Adquisición equipos procesos información,120.0
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Tributos de carácter estatal,11.58
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Arrendamientos de material de transporte,525.91
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Adquisición de otro inmovilizado material,1407.06
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Suministros de otros productos,42123.68
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Adquisición mobiliario,1266.8
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Gastos de viajes de alumnos,14857.48
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Compras de material informático no inventariable,79.86
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Gastos en fotocopias,166.69
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Gastos diversos: Reuniones y conferencias (C.Ins),13693.94
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Transp. y comunic.: Otros serv. de transporte,65.35
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Trabajos por otras empresas: Otros,1322.1
2016,ALUMNADO Y EXTENSIÓN UNIVERSITARIA,Gastos diversos: Atenciones protoc. y represent.,804.55
2016,AREA DE DEPORTES,Suministros de otros productos,2946.7
2016,AREA DE DEPORTES,Arrendamientos de material de transporte,308.35
2016,AREA DE DEPORTES,Primas de seguros: De otro inmovilizado,2038.4
2016,AREA DE DEPORTES,"Gastos en viajes deportivos, culturales y sociales",1333.49
2016,AREA DE DEPORTES,Arrendamientos de otros bienes,19.0
2016,AREA DE DEPORTES,Suministros de combustibles,326.04
2016,AREA DE DEPORTES,Trabajos por otras empresas: Otros,409.94
2016,AREA DE DEPORTES,Repar. y conservación de material de transporte,167.83
2016,AREA DE DEPORTES,Adquisición de otro inmovilizado material,142.01
2016,AREA DE DEPORTES,Reparación y conservación de otros bienes,176.24
2016,AREA DE DEPORTES,Gastos diversos: Atenciones protoc. y represent.,194.7
2016,AREA DE DEPORTES,Otros Gastos diversos,1709.02
2016,AREA DE DEPORTES,Suministros de material deportivo,798.79
2016,AREA DE DEPORTES,Gastos en fotocopias,14.08
2016,AREA DE DEPORTES,Compras de libros y otras publicaciones,461.92
2016,AREA DE DEPORTES,Tributos de carácter local,189.72
2016,AREA DE DEPORTES,Tributos de carácter estatal,184.78
2016,AREA DE DEPORTES,Compras de material informático no inventariable,38.16
2016,AREA DE DEPORTES,Transp. y comunic.: Otros serv. de transporte,34.5
2016,AREA DE DEPORTES,Gastos diversos: Reuniones y conferencias (C.Insc),50.0
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos de viajes por docencia,9615.85
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición mobiliario,368.48
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición aplicaciones informáticas,4023.56
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Reparación y conservación de otros bienes,3367.63
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Reuniones y conferencias (C.Insc),7041.5
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición fondos bibliográficos,53.08
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material de oficina no inventariable,5.72
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Trabajos por otras empresas: Otros,1291.62
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transp. y comunic.: Otros serv. de transporte,25.0
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición equipos procesos información,27797.21
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transportes y comunicaciones: Correo y mensajería,23.02
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Atenciones protoc. y represent.,72.7
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Otros Gastos diversos,390.06
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Repar. y conserv. de equi.procesos de información,187.8
2016,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Suministros de otros productos,106.47
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Adquisición de otro inmovilizado material,268.99
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Gastos diversos: Reuniones y conferencias (C.Insc),640.0
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Adquisición fondos bibliográficos,341.24
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Gastos diversos: Atenciones protoc. y represent.,219.89
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Otros Gastos diversos,4784.73
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Gastos de viajes por gestión y representación,82.5
2016,BIBLIOTECA Y DOCUMENTACION CIENTIFICA,Adquisición equipos procesos información,288.99
2016,CONSEJO SOCIAL,Otros Gastos diversos,433.72
2016,CONSEJO SOCIAL,Gastos diversos: Atenciones protoc. y represent.,837.69
2016,CONSEJO SOCIAL,Gastos de viajes por gestión y representación,641.36
2016,CONSEJO SOCIAL,Suministros de otros productos,171.5
2016,CONSEJO SOCIAL,Transp. y comunic.: Otros serv. de transporte,5.0
2016,CONSEJO SOCIAL,Trabajos por otras empresas: Otros,181.5
2016,CONSEJO SOCIAL,Gastos en fotocopias,83.05
2016,CONSEJO SOCIAL,Transportes y comunicaciones: Correo y mensajería,91.16
2016,CONSEJO SOCIAL,Gastos diversos: Reuniones y conferencias (C.Insc),300.0
2016,DEP DE ING DE SIST COMPUT Y AUTO,Trabajos por otras empresas: Otros,26.34
2016,DEP DE ING DE SIST COMPUT Y AUTO,Gastos diversos: Atenciones protoc. y represent.,885.17
2016,DEP DE ING DE SIST COMPUT Y AUTO,Gastos diversos: Reuniones y conferencias (C.Insc),2920.0
2016,DEP DE ING DE SIST COMPUT Y AUTO,Adquisición equipos didácticos e investigación,4696.93
2016,DEP DE ING DE SIST COMPUT Y AUTO,Suministros de otros productos,94.7
2016,DEP DE ING DE SIST COMPUT Y AUTO,Suministros de material de laboratorio,2029.94
2016,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Compras de material de oficina no inventariable,97.49
2016,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Gastos en fotocopias,18.9
2016,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Trabajos por otras empresas: Otros,344.85
2016,DEP DE INGENIERIA QUIMICA Y NUCLEAR,Suministros de material de laboratorio,1037.91
2016,DEP DE INGENIERIA TEXTIL Y PAPELERA,Suministros de otros productos,33.83
2016,DEP DE INGENIERIA TEXTIL Y PAPELERA,Gastos diversos: Atenciones protoc. y represent.,525.0
2016,DEP DE INGENIERIA TEXTIL Y PAPELERA,Otros Gastos diversos,10.0
2016,DEP DE INGENIERIA TEXTIL Y PAPELERA,Suministros de material de laboratorio,317.4
2016,DEPARTAMENTO DE PINTURA,Adquisición mobiliario,988.03
2016,DEPARTAMENTO DE PINTURA,Suministros de material de laboratorio,39.45
2016,DEPARTAMENTO DE PINTURA,Otros Gastos diversos,566.21
2016,DEPARTAMENTO DE PINTURA,Suministros de otros productos,305.22
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Compras de material de oficina no inventariable,5.0
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Transportes y comunicaciones: Correo y mensajería,56.68
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,"Gastos diversos: Cursos, cursillos y conferencias",725.16
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Suministros de material de laboratorio,1878.57
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos diversos: Reuniones y conferencias (C.Insc),400.0
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos en fotocopias,16.94
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Adquisición equipos didácticos e investigación,499.0
2016,DEPARTAMENTO TECNOLOGIA ALIMENTOS,Gastos diversos: Atenciones protoc. y represent.,485.5
2016,DTOR ACCIÓN INTERNACIONAL,Suministros de otros productos,400.48
2016,DTOR ACCIÓN INTERNACIONAL,Actos protocolarios y de representación,18.0
2016,DTOR ACCIÓN INTERNACIONAL,"Dietas, locomoción y traslados",633.5
2016,DTOR ACCIÓN INTERNACIONAL,Adquis. de equipos para el proceso de información,2900.35
2016,DTOR ACCIÓN INTERNACIONAL,Servicios de transporte,1019.0
2016,DTOR ACCIÓN INTERNACIONAL,Transferencias corrientes: Ayudas y becas,133111.44
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Adquis. de equipos para el proceso de información,2966.73
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Suministros de combustible,4388.32
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,otros gastos diversos,4078.31
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Correo y mensajería,96.76
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,"Dietas, locomoción y traslados",34513.39
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Reuniones y conferencias (Cuotas inscripción),1902.24
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Adquisición de otro inmovilizado material,40.12
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Gastos financieros,10.0
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Trabajos por otras empresas: Otros,2209.61
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Conservación de otro inmovilizado material,2036.0
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Tributos,139.82
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Adquisición equipos didácticos e investigación,19017.93
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Material informático no inventariable,780.33
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Suministros de material de laboratorio,4610.22
